TranDate,Account,Dept,Sum of Amount
6/1/2008,61510,150,($143.48)
6/1/2008,61520,150,($278.97)
6/1/2008,61530,150,($39.39)
6/1/2008,61540,150,($50.00)
6/1/2008,61550,150,($209.61)
6/1/2008,61560,150,($133.09)
6/1/2008,61570,150,($114.27)
6/1/2008,62010,150,($885.10)
6/1/2008,62020,150,($797.32)
6/1/2008,62030,150,($185.60)
6/1/2008,62099,150,$21.47
6/1/2008,62510,120,($432.55)
6/1/2008,62520,120,($89.39)
6/1/2008,62530,120,($82.31)
6/1/2008,62550,120,($39.86)
6/1/2008,62560,120,($9.46)
6/1/2008,63050,150,($77.08)
6/1/2008,63060,150,($0.71)
6/1/2008,64000,150,$178.84
6/1/2008,64010,150,$46.10
6/1/2008,64020,150,$17.66
6/1/2008,65520,110,($48.84)
6/1/2008,65540,110,($466.60)
6/1/2008,65550,110,($703.97)
6/1/2008,65570,110,($12.48)
6/1/2008,65590,110,($97.59)
6/1/2008,65600,110,($242.21)
6/1/2008,65610,110,($270.27)
6/1/2008,65620,110,($146.40)
6/1/2008,65650,110,($352.12)
6/1/2008,65660,110,($173.42)
6/1/2008,65690,110,($78.83)
6/1/2008,65700,110,($363.39)
6/1/2008,65710,110,($498.37)
6/1/2008,65730,110,($3.00)
6/1/2008,65740,110,($358.41)
6/1/2008,65750,110,($481.91)
6/1/2008,65760,110,($2.60)
6/1/2008,66010,130,($79.21)
6/1/2008,66020,130,($493.88)
6/1/2008,66030,130,($4.80)
6/1/2008,66040,130,($60.64)
6/1/2008,66050,130,($37.25)
6/1/2008,66070,130,($11.53)
6/1/2008,66080,130,($9.00)
6/1/2008,66090,130,($28.08)
6/1/2008,66100,130,($4.70)
6/1/2008,66110,130,($0.50)
6/1/2008,66120,130,($6.84)
6/1/2008,66130,130,($58.89)
6/1/2008,66510,140,($81.37)
6/1/2008,66520,140,($30.14)
6/1/2008,66530,140,($10.08)
6/1/2008,66550,140,($91.15)
6/1/2008,68050,170,($2.57)
6/2/2008,61510,150,($116.58)
6/2/2008,61520,150,($226.67)
6/2/2008,61530,150,($32.00)
6/2/2008,61540,150,($40.62)
6/2/2008,61550,150,($170.31)
6/2/2008,61560,150,($108.13)
6/2/2008,61570,150,($92.84)
6/2/2008,62010,150,($719.14)
6/2/2008,62020,150,($647.82)
6/2/2008,62030,150,($150.80)
6/2/2008,62099,150,$17.45
6/2/2008,62510,120,($351.44)
6/2/2008,62520,120,($72.63)
6/2/2008,62530,120,($66.87)
6/2/2008,62550,120,($32.39)
6/2/2008,62560,120,($7.69)
6/2/2008,63050,150,($62.63)
6/2/2008,63060,150,($0.58)
6/2/2008,64000,150,$145.31
6/2/2008,64010,150,$37.46
6/2/2008,64020,150,$14.35
6/2/2008,65520,110,($39.68)
6/2/2008,65540,110,($379.11)
6/2/2008,65550,110,($571.97)
6/2/2008,65570,110,($10.14)
6/2/2008,65590,110,($79.29)
6/2/2008,65600,110,($196.79)
6/2/2008,65610,110,($219.59)
6/2/2008,65620,110,($118.95)
6/2/2008,65650,110,($286.10)
6/2/2008,65660,110,($140.91)
6/2/2008,65690,110,($64.05)
6/2/2008,65700,110,($295.25)
6/2/2008,65710,110,($404.93)
6/2/2008,65730,110,($2.44)
6/2/2008,65740,110,($291.21)
6/2/2008,65750,110,($391.55)
6/2/2008,65760,110,($2.11)
6/2/2008,66010,130,($64.35)
6/2/2008,66020,130,($401.28)
6/2/2008,66030,130,($3.90)
6/2/2008,66040,130,($49.27)
6/2/2008,66050,130,($30.27)
6/2/2008,66070,130,($9.37)
6/2/2008,66080,130,($7.31)
6/2/2008,66090,130,($22.82)
6/2/2008,66100,130,($3.82)
6/2/2008,66110,130,($0.40)
6/2/2008,66120,130,($5.56)
6/2/2008,66130,130,($47.85)
6/2/2008,66510,140,($66.11)
6/2/2008,66520,140,($24.49)
6/2/2008,66530,140,($8.19)
6/2/2008,66550,140,($74.06)
6/2/2008,68050,170,($2.09)
6/3/2008,61510,150,($107.61)
6/3/2008,61520,150,($209.23)
6/3/2008,61530,150,($29.54)
6/3/2008,61540,150,($37.50)
6/3/2008,61550,150,($157.21)
6/3/2008,61560,150,($99.82)
6/3/2008,61570,150,($85.70)
6/3/2008,62010,150,($663.82)
6/3/2008,62020,150,($597.99)
6/3/2008,62030,150,($139.20)
6/3/2008,62099,150,$16.10
6/3/2008,62510,120,($324.41)
6/3/2008,62520,120,($67.05)
6/3/2008,62530,120,($61.73)
6/3/2008,62550,120,($29.90)
6/3/2008,62560,120,($7.10)
6/3/2008,63050,150,($57.81)
6/3/2008,63060,150,($0.53)
6/3/2008,64000,150,$134.13
6/3/2008,64010,150,$34.58
6/3/2008,64020,150,$13.24
6/3/2008,65520,110,($36.63)
