TranDate,Account,Dept,Sum of Amount
5/1/2010,61510,150,($109.31)
5/1/2010,61520,150,($269.12)
5/1/2010,61530,150,($64.70)
5/1/2010,61540,150,($19.68)
5/1/2010,61550,150,($312.24)
5/1/2010,61560,150,($136.11)
5/1/2010,61570,150,($190.15)
5/1/2010,62010,150,($949.49)
5/1/2010,62020,150,($764.86)
5/1/2010,62030,150,($135.70)
5/1/2010,62510,120,($347.94)
5/1/2010,62520,120,($278.99)
5/1/2010,62530,120,($78.24)
5/1/2010,62550,120,($101.17)
5/1/2010,62560,120,($9.89)
5/1/2010,64000,150,$35.04
5/1/2010,64010,150,$45.97
5/1/2010,64020,150,$10.91
5/1/2010,65510,110,($254.60)
5/1/2010,65540,110,"($1,441.08)"
5/1/2010,65620,110,($214.91)
5/1/2010,65650,110,($304.13)
5/1/2010,65690,110,($719.66)
5/1/2010,65700,110,($247.52)
5/1/2010,65710,110,($803.84)
5/1/2010,65730,110,($1.86)
5/1/2010,65740,110,($804.40)
5/1/2010,65745,110,($23.84)
5/1/2010,65750,110,"($1,068.90)"
5/1/2010,65760,110,($10.59)
5/1/2010,66010,130,$124.83
5/1/2010,66020,130,($660.46)
5/1/2010,66030,130,($11.17)
5/1/2010,66040,130,($50.06)
5/1/2010,66050,130,($62.49)
5/1/2010,66070,130,($6.83)
5/1/2010,66080,130,($2.97)
5/1/2010,66090,130,($48.92)
5/1/2010,66100,130,($8.55)
5/1/2010,66110,130,($0.16)
5/1/2010,66120,130,($6.98)
5/1/2010,66130,130,($117.47)
5/1/2010,66510,140,($148.33)
5/1/2010,66560,140,($59.10)
5/1/2010,68050,170,($2.95)
Grand Total,,,"($10,632.61)"
