TranDate,Account,Dept,Sum of Amount
2/1/2010,61510,150,($19.64)
2/1/2010,61520,150,($56.29)
2/1/2010,61530,150,($11.59)
2/1/2010,61540,150,($1.10)
2/1/2010,61550,150,($58.73)
2/1/2010,61560,150,($1.23)
2/1/2010,61570,150,($46.26)
2/1/2010,62010,150,($192.76)
2/1/2010,62020,150,($173.09)
2/1/2010,62099,150,$14.43
2/1/2010,62510,120,($38.40)
2/1/2010,62520,120,($31.65)
2/1/2010,62530,120,($7.98)
2/1/2010,62550,120,($11.42)
2/1/2010,62560,120,($0.26)
2/1/2010,63050,150,$0.61
2/1/2010,64000,150,$67.75
2/1/2010,64010,150,$8.13
2/1/2010,64020,150,$1.61
2/1/2010,65540,110,($109.32)
2/1/2010,65550,110,($3.21)
2/1/2010,65570,110,($0.83)
2/1/2010,65590,110,($1.36)
2/1/2010,65600,110,($16.11)
2/1/2010,65610,110,($40.10)
2/1/2010,65690,110,($35.13)
2/1/2010,65700,110,($39.67)
2/1/2010,65710,110,($465.54)
2/1/2010,65730,110,($0.76)
2/1/2010,65740,110,($390.08)
2/1/2010,65750,110,($490.12)
2/1/2010,65760,110,($5.66)
2/1/2010,66010,130,($0.61)
2/1/2010,66020,130,($27.63)
2/1/2010,66030,130,($0.97)
2/1/2010,66040,130,($3.77)
2/1/2010,66050,130,($26.53)
2/1/2010,66070,130,($1.05)
2/1/2010,66080,130,($0.61)
2/1/2010,66090,130,($0.97)
2/1/2010,66100,130,($4.00)
2/1/2010,66110,130,($0.38)
2/1/2010,66120,130,($1.40)
2/1/2010,66130,130,($56.83)
2/1/2010,66510,140,($6.70)
2/1/2010,66520,140,($3.59)
2/1/2010,66530,140,($8.60)
2/1/2010,66550,140,($4.84)
2/1/2010,68050,170,($0.23)
2/2/2010,61510,150,($19.64)
2/2/2010,61520,150,($56.29)
2/2/2010,61530,150,($11.59)
2/2/2010,61540,150,($1.10)
2/2/2010,61550,150,($58.73)
2/2/2010,61560,150,($1.23)
2/2/2010,61570,150,($46.26)
2/2/2010,62010,150,($192.76)
2/2/2010,62020,150,($173.09)
2/2/2010,62099,150,$14.43
2/2/2010,62510,120,($38.40)
2/2/2010,62520,120,($31.65)
2/2/2010,62530,120,($7.98)
2/2/2010,62550,120,($11.42)
2/2/2010,62560,120,($0.26)
2/2/2010,63050,150,$0.61
2/2/2010,64000,150,$67.75
2/2/2010,64010,150,$8.13
2/2/2010,64020,150,$1.61
2/2/2010,65540,110,($109.32)
2/2/2010,65550,110,($3.21)
2/2/2010,65570,110,($0.83)
2/2/2010,65590,110,($1.36)
2/2/2010,65600,110,($16.11)
2/2/2010,65610,110,($40.10)
2/2/2010,65690,110,($35.13)
2/2/2010,65700,110,($39.67)
2/2/2010,65710,110,($465.54)
2/2/2010,65730,110,($0.76)
2/2/2010,65740,110,($390.08)
2/2/2010,65750,110,($490.12)
2/2/2010,65760,110,($5.66)
2/2/2010,66010,130,($0.61)
2/2/2010,66020,130,($27.63)
2/2/2010,66030,130,($0.97)
2/2/2010,66040,130,($3.77)
2/2/2010,66050,130,($26.53)
2/2/2010,66070,130,($1.05)
2/2/2010,66080,130,($0.61)
2/2/2010,66090,130,($0.97)
2/2/2010,66100,130,($4.00)
2/2/2010,66110,130,($0.38)
2/2/2010,66120,130,($1.40)
2/2/2010,66130,130,($56.83)
2/2/2010,66510,140,($6.70)
2/2/2010,66520,140,($3.59)
2/2/2010,66530,140,($8.60)
2/2/2010,66550,140,($4.84)
2/2/2010,68050,170,($0.23)
2/3/2010,61510,150,($19.64)
2/3/2010,61520,150,($56.29)
2/3/2010,61530,150,($11.59)
2/3/2010,61540,150,($1.10)
2/3/2010,61550,150,($58.73)
2/3/2010,61560,150,($1.23)
2/3/2010,61570,150,($46.26)
2/3/2010,62010,150,($192.76)
2/3/2010,62020,150,($173.09)
2/3/2010,62099,150,$14.43
2/3/2010,62510,120,($38.40)
2/3/2010,62520,120,($31.65)
2/3/2010,62530,120,($7.98)
2/3/2010,62550,120,($11.42)
2/3/2010,62560,120,($0.26)
2/3/2010,63050,150,$0.61
2/3/2010,64000,150,$67.75
2/3/2010,64010,150,$8.13
2/3/2010,64020,150,$1.61
2/3/2010,65540,110,($109.32)
2/3/2010,65550,110,($3.21)
2/3/2010,65570,110,($0.83)
2/3/2010,65590,110,($1.36)
2/3/2010,65600,110,($16.11)
2/3/2010,65610,110,($40.10)
2/3/2010,65690,110,($35.13)
2/3/2010,65700,110,($39.67)
2/3/2010,65710,110,($465.54)
2/3/2010,65730,110,($0.76)
2/3/2010,65740,110,($390.08)
2/3/2010,65750,110,($490.12)
2/3/2010,65760,110,($5.66)
2/3/2010,66010,130,($0.61)
2/3/2010,66020,130,($27.63)
2/3/2010,66030,130,($0.97)
2/3/2010,66040,130,($3.77)
2/3/2010,66050,130,($26.53)
2/3/2010,66070,130,($1.05)
2/3/2010,66080,130,($0.61)
2/3/2010,66090,130,($0.97)
2/3/2010,66100,130,($4.00)
2/3/2010,66110,130,($0.38)
2/3/2010,66120,130,($1.40)
2/3/2010,66130,130,($56.83)
2/3/2010,66510,140,($6.70)
2/3/2010,66520,140,($3.59)
2/3/2010,66530,140,($8.60)
2/3/2010,66550,140,($4.84)
2/3/2010,68050,170,($0.23)
2/4/2010,61510,150,($19.64)
2/4/2010,61520,150,($56.29)
2/4/2010,61530,150,($11.59)
2/4/2010,61540,150,($1.10)
2/4/2010,61550,150,($58.73)
2/4/2010,61560,150,($1.23)
2/4/2010,61570,150,($46.26)
2/4/2010,62010,150,($192.76)
2/4/2010,62020,150,($173.09)
2/4/2010,62099,150,$14.43
2/4/2010,62510,120,($38.40)
2/4/2010,62520,120,($31.65)
2/4/2010,62530,120,($7.98)
2/4/2010,62550,120,($11.42)
2/4/2010,62560,120,($0.26)
2/4/2010,63050,150,$0.61
2/4/2010,64000,150,$67.75
2/4/2010,64010,150,$8.13
2/4/2010,64020,150,$1.61
2/4/2010,65540,110,($109.32)
2/4/2010,65550,110,($3.21)
2/4/2010,65570,110,($0.83)
2/4/2010,65590,110,($1.36)
2/4/2010,65600,110,($16.11)
2/4/2010,65610,110,($40.10)
2/4/2010,65690,110,($35.13)
2/4/2010,65700,110,($39.67)
2/4/2010,65710,110,($465.54)
2/4/2010,65730,110,($0.76)
2/4/2010,65740,110,($390.08)
2/4/2010,65750,110,($490.12)
2/4/2010,65760,110,($5.66)
2/4/2010,66010,130,($0.61)
2/4/2010,66020,130,($27.63)
2/4/2010,66030,130,($0.97)
2/4/2010,66040,130,($3.77)
2/4/2010,66050,130,($26.53)
2/4/2010,66070,130,($1.05)
2/4/2010,66080,130,($0.61)
2/4/2010,66090,130,($0.97)
2/4/2010,66100,130,($4.00)
2/4/2010,66110,130,($0.38)
2/4/2010,66120,130,($1.40)
2/4/2010,66130,130,($56.83)
2/4/2010,66510,140,($6.70)
2/4/2010,66520,140,($3.59)
2/4/2010,66530,140,($8.60)
2/4/2010,66550,140,($4.84)
2/4/2010,68050,170,($0.23)
2/4/2010,71010,120,$213.26
2/4/2010,71020,120,$207.87
2/4/2010,71030,120,$40.78
2/4/2010,71050,120,($27.22)
2/4/2010,71060,120,$1.10
2/4/2010,71070,120,($10.44)
2/4/2010,71160,150,$6.17
2/4/2010,71170,150,$362.14
2/4/2010,71180,150,$19.92
2/4/2010,71190,150,$2.38
2/4/2010,71200,150,$33.23
2/4/2010,71240,150,$133.20
2/4/2010,71299,150,($7.04)
2/4/2010,71310,150,"$1,161.39"
2/4/2010,71325,150,($173.67)
2/4/2010,71550,150,$154.56
2/4/2010,71560,140,$38.49
2/4/2010,72010,110,"$1,917.38"
2/4/2010,72020,110,"$1,502.81"
2/4/2010,72040,130,$244.41
2/4/2010,72050,140,$109.33
2/4/2010,72060,150,$743.35
2/4/2010,72070,150,"$1,345.11"
2/4/2010,72090,150,$906.57
2/4/2010,72110,160,"$2,057.22"
2/4/2010,72120,160,"$1,904.75"
2/4/2010,72140,160,$708.05
2/4/2010,72150,165,"$1,072.58"
2/4/2010,72160,170,"$1,238.93"
2/4/2010,72999,150,($97.69)
2/4/2010,73010,110,$165.25
2/4/2010,73010,130,$12.06
2/4/2010,73010,140,$3.99
2/4/2010,73010,150,$117.30
2/4/2010,73010,160,$200.60
2/4/2010,73010,165,$61.97
2/4/2010,73010,170,$160.96
2/4/2010,73020,110,$84.68
2/4/2010,73020,130,$5.94
2/4/2010,73020,140,$1.95
2/4/2010,73020,150,$66.87
2/4/2010,73020,160,$103.50
2/4/2010,73020,165,$32.74
2/4/2010,73020,170,$28.22
2/4/2010,73030,110,$216.00
2/4/2010,73030,150,$282.60
2/4/2010,73030,160,$181.80
2/4/2010,73030,165,$66.60
2/4/2010,73030,170,$99.90
2/4/2010,73035,110,$114.40
2/4/2010,73035,150,$83.27
2/4/2010,73035,160,$141.02
2/4/2010,73035,165,$46.08
2/4/2010,73035,170,$40.57
2/4/2010,73040,110,$149.58
2/4/2010,73040,150,$126.90
2/4/2010,73040,160,$106.38
2/4/2010,73040,165,$30.78
2/4/2010,73040,170,$41.58
2/4/2010,73050,110,$17.14
2/4/2010,73050,130,$2.34
2/4/2010,73050,140,$0.77
2/4/2010,73050,150,$24.51
2/4/2010,73050,160,$30.85
2/4/2010,73050,165,$9.58
2/4/2010,73050,170,$14.81
2/4/2010,80990,110,"$1,389.30"
2/4/2010,81010,110,$93.15
2/4/2010,81060,160,($48.60)
2/4/2010,81090,160,$181.56
2/4/2010,81100,160,$106.61
2/4/2010,81140,160,$128.72
2/4/2010,81150,160,$17.72
2/4/2010,81170,160,$14.25
2/4/2010,81180,160,"$1,260.33"
2/4/2010,81190,160,$22.90
2/4/2010,81200,160,$30.10
2/4/2010,81210,160,$38.89
2/4/2010,81220,160,$86.86
2/4/2010,81230,160,$5.10
2/4/2010,81270,160,$114.26
2/4/2010,81280,160,$278.73
2/4/2010,81330,160,$146.40
2/4/2010,81350,160,$8.48
2/4/2010,81900,165,$80.70
2/4/2010,82010,130,$252.65
2/4/2010,82050,150,$3.51
2/4/2010,82060,170,$103.76
2/4/2010,83010,160,$15.50
2/4/2010,83010,170,($73.73)
2/4/2010,83020,130,$72.00
2/4/2010,83020,160,$242.51
2/4/2010,83020,170,($19.86)
2/4/2010,83030,150,$140.03
2/4/2010,83050,170,$229.28
2/4/2010,83060,170,$58.25
2/4/2010,83070,170,$171.99
2/4/2010,84020,130,$179.82
2/4/2010,84020,170,$146.94
2/4/2010,85010,170,$93.88
2/4/2010,85510,170,$509.08
2/4/2010,86010,110,$109.00
2/4/2010,86010,130,$5.94
2/4/2010,86010,150,$97.71
2/4/2010,86010,160,$47.21
2/4/2010,86010,165,$22.40
2/4/2010,86030,110,($7.44)
2/4/2010,86030,150,$3.79
2/4/2010,86040,110,$22.69
2/4/2010,86040,150,$93.59
2/4/2010,86050,110,$121.04
2/4/2010,86050,150,$50.29
2/4/2010,86050,160,$60.90
2/4/2010,86100,110,$100.06
2/4/2010,86100,120,$6.18
2/4/2010,86100,150,$144.60
2/4/2010,86100,160,$6.23
2/4/2010,86100,170,$86.89
2/4/2010,86150,110,$29.47
2/4/2010,86180,140,$49.56
2/4/2010,86180,160,$15.03
2/4/2010,86200,160,$31.40
2/4/2010,86270,150,$12.15
2/4/2010,86290,150,$67.76
2/4/2010,86290,170,$8.26
2/4/2010,86310,150,$19.01
2/4/2010,86330,150,$344.72
2/4/2010,86350,150,$23.41
2/4/2010,86360,150,$188.62
2/4/2010,86450,170,$41.36
2/5/2010,61510,150,($19.64)
2/5/2010,61520,150,($56.29)
2/5/2010,61530,150,($11.59)
2/5/2010,61540,150,($1.10)
2/5/2010,61550,150,($58.73)
2/5/2010,61560,150,($1.23)
2/5/2010,61570,150,($46.26)
2/5/2010,62010,150,($192.76)
2/5/2010,62020,150,($173.09)
2/5/2010,62099,150,$14.43
2/5/2010,62510,120,($38.40)
2/5/2010,62520,120,($31.65)
2/5/2010,62530,120,($7.98)
2/5/2010,62550,120,($11.42)
2/5/2010,62560,120,($0.26)
2/5/2010,63050,150,$0.61
2/5/2010,64000,150,$67.75
2/5/2010,64010,150,$8.13
2/5/2010,64020,150,$1.61
2/5/2010,65540,110,($109.32)
2/5/2010,65550,110,($3.21)
2/5/2010,65570,110,($0.83)
2/5/2010,65590,110,($1.36)
2/5/2010,65600,110,($16.11)
2/5/2010,65610,110,($40.10)
2/5/2010,65690,110,($35.13)
2/5/2010,65700,110,($39.67)
2/5/2010,65710,110,($465.54)
2/5/2010,65730,110,($0.76)
2/5/2010,65740,110,($390.08)
2/5/2010,65750,110,($490.12)
2/5/2010,65760,110,($5.66)
2/5/2010,66010,130,($0.61)
2/5/2010,66020,130,($27.63)
2/5/2010,66030,130,($0.97)
2/5/2010,66040,130,($3.77)
2/5/2010,66050,130,($26.53)
2/5/2010,66070,130,($1.05)
2/5/2010,66080,130,($0.61)
2/5/2010,66090,130,($0.97)
2/5/2010,66100,130,($4.00)
2/5/2010,66110,130,($0.38)
2/5/2010,66120,130,($1.40)
2/5/2010,66130,130,($56.83)
2/5/2010,66510,140,($6.70)
2/5/2010,66520,140,($3.59)
2/5/2010,66530,140,($8.60)
2/5/2010,66550,140,($4.84)
2/5/2010,68050,170,($0.23)
2/6/2010,61510,150,($26.18)
2/6/2010,61520,150,($75.05)
2/6/2010,61530,150,($15.45)
2/6/2010,61540,150,($1.47)
2/6/2010,61550,150,($78.31)
2/6/2010,61560,150,($1.65)
2/6/2010,61570,150,($61.68)
2/6/2010,62010,150,($257.02)
2/6/2010,62020,150,($230.79)
2/6/2010,62099,150,$19.24
2/6/2010,62510,120,($51.20)
2/6/2010,62520,120,($42.20)
2/6/2010,62530,120,($10.64)
2/6/2010,62550,120,($15.23)
2/6/2010,62560,120,($0.35)
2/6/2010,63050,150,$0.81
2/6/2010,64000,150,$90.33
2/6/2010,64010,150,$10.83
2/6/2010,64020,150,$2.15
2/6/2010,65540,110,($145.76)
2/6/2010,65550,110,($4.28)
2/6/2010,65570,110,($1.10)
2/6/2010,65590,110,($1.81)
2/6/2010,65600,110,($21.48)
2/6/2010,65610,110,($53.46)
2/6/2010,65690,110,($46.84)
2/6/2010,65700,110,($52.89)
2/6/2010,65710,110,($620.71)
2/6/2010,65730,110,($1.01)
2/6/2010,65740,110,($520.11)
2/6/2010,65750,110,($653.49)
2/6/2010,65760,110,($7.55)
2/6/2010,66010,130,($0.81)
2/6/2010,66020,130,($36.84)
2/6/2010,66030,130,($1.30)
2/6/2010,66040,130,($5.02)
2/6/2010,66050,130,($35.37)
2/6/2010,66070,130,($1.40)
2/6/2010,66080,130,($0.81)
2/6/2010,66090,130,($1.30)
2/6/2010,66100,130,($5.34)
2/6/2010,66110,130,($0.50)
2/6/2010,66120,130,($1.86)
2/6/2010,66130,130,($75.77)
2/6/2010,66510,140,($8.94)
2/6/2010,66520,140,($4.78)
2/6/2010,66530,140,($11.47)
2/6/2010,66550,140,($6.45)
2/6/2010,68050,170,($0.31)
2/7/2010,61510,150,($16.32)
2/7/2010,61520,150,($75.25)
2/7/2010,61530,150,($18.06)
2/7/2010,61540,150,($0.82)
2/7/2010,61550,150,($109.33)
2/7/2010,61560,150,($5.70)
2/7/2010,61570,150,($58.26)
2/7/2010,62010,150,($345.32)
2/7/2010,62020,150,($166.34)
2/7/2010,62099,150,$18.73
2/7/2010,62510,120,($71.09)
2/7/2010,62520,120,($26.07)
2/7/2010,62530,120,($12.69)
2/7/2010,62550,120,($26.44)
2/7/2010,62560,120,($0.52)
2/7/2010,64000,150,$110.66
2/7/2010,64010,150,$14.65
2/7/2010,64020,150,$2.49
2/7/2010,65540,110,($304.13)
2/7/2010,65550,110,($14.81)
2/7/2010,65570,110,($2.47)
2/7/2010,65590,110,($6.67)
2/7/2010,65600,110,($33.37)
2/7/2010,65610,110,($72.50)
2/7/2010,65660,110,($2.90)
2/7/2010,65690,110,($40.05)
2/7/2010,65700,110,($31.24)
2/7/2010,65710,110,($648.66)
2/7/2010,65730,110,($1.13)
2/7/2010,65740,110,($584.36)
2/7/2010,65750,110,($731.14)
2/7/2010,65760,110,($8.44)
2/7/2010,66010,130,($1.81)
2/7/2010,66020,130,($75.96)
2/7/2010,66030,130,($1.81)
2/7/2010,66040,130,($19.11)
2/7/2010,66050,130,($39.58)
2/7/2010,66070,130,($3.43)
2/7/2010,66090,130,($4.35)
2/7/2010,66100,130,($5.97)
2/7/2010,66110,130,($0.56)
2/7/2010,66120,130,($2.09)
2/7/2010,66130,130,($84.78)
2/7/2010,66510,140,($17.22)
2/7/2010,66520,140,($19.84)
2/7/2010,66530,140,($24.34)
2/7/2010,66550,140,($17.15)
2/8/2010,61510,150,($15.20)
2/8/2010,61520,150,($70.06)
2/8/2010,61530,150,($16.81)
2/8/2010,61540,150,($0.76)
2/8/2010,61550,150,($101.79)
2/8/2010,61560,150,($5.31)
2/8/2010,61570,150,($54.24)
2/8/2010,62010,150,($321.51)
2/8/2010,62020,150,($154.87)
2/8/2010,62099,150,$17.44
2/8/2010,62510,120,($66.19)
2/8/2010,62520,120,($24.27)
2/8/2010,62530,120,($11.81)
2/8/2010,62550,120,($24.62)
2/8/2010,62560,120,($0.49)
2/8/2010,64000,150,$103.02
2/8/2010,64010,150,$13.64
2/8/2010,64020,150,$2.32
2/8/2010,65540,110,($283.16)
2/8/2010,65550,110,($13.79)
2/8/2010,65570,110,($2.30)
2/8/2010,65590,110,($6.21)
2/8/2010,65600,110,($31.06)
2/8/2010,65610,110,($67.50)
2/8/2010,65660,110,($2.70)
2/8/2010,65690,110,($37.29)
2/8/2010,65700,110,($29.09)
2/8/2010,65710,110,($603.93)
2/8/2010,65730,110,($1.06)
2/8/2010,65740,110,($544.06)
2/8/2010,65750,110,($680.72)
2/8/2010,65760,110,($7.86)
2/8/2010,66010,130,($1.69)
2/8/2010,66020,130,($70.72)
2/8/2010,66030,130,($1.69)
2/8/2010,66040,130,($17.79)
2/8/2010,66050,130,($36.85)
2/8/2010,66070,130,($3.19)
2/8/2010,66090,130,($4.05)
2/8/2010,66100,130,($5.56)
2/8/2010,66110,130,($0.52)
2/8/2010,66120,130,($1.94)
2/8/2010,66130,130,($78.93)
2/8/2010,66510,140,($16.04)
2/8/2010,66520,140,($18.47)
2/8/2010,66530,140,($22.66)
2/8/2010,66550,140,($15.97)
2/9/2010,61510,150,($15.20)
2/9/2010,61520,150,($70.06)
2/9/2010,61530,150,($16.81)
2/9/2010,61540,150,($0.76)
2/9/2010,61550,150,($101.79)
2/9/2010,61560,150,($5.31)
2/9/2010,61570,150,($54.24)
2/9/2010,62010,150,($321.51)
2/9/2010,62020,150,($154.87)
2/9/2010,62099,150,$17.44
2/9/2010,62510,120,($66.19)
2/9/2010,62520,120,($24.27)
2/9/2010,62530,120,($11.81)
2/9/2010,62550,120,($24.62)
2/9/2010,62560,120,($0.49)
2/9/2010,64000,150,$103.02
2/9/2010,64010,150,$13.64
2/9/2010,64020,150,$2.32
2/9/2010,65540,110,($283.16)
2/9/2010,65550,110,($13.79)
2/9/2010,65570,110,($2.30)
2/9/2010,65590,110,($6.21)
2/9/2010,65600,110,($31.06)
2/9/2010,65610,110,($67.50)
