TranDate,Account,Dept,Sum of Amount
9/1/2009,61510,150,($84.89)
9/1/2009,61520,150,($209.79)
9/1/2009,61530,150,($72.93)
9/1/2009,61540,150,($47.63)
9/1/2009,61550,150,($203.14)
9/1/2009,61560,150,($117.15)
9/1/2009,61570,150,($206.32)
9/1/2009,62010,150,($803.67)
9/1/2009,62020,150,($594.37)
9/1/2009,62030,150,($203.93)
9/1/2009,62099,150,$21.07
9/1/2009,62510,120,($448.74)
9/1/2009,62520,120,($179.06)
9/1/2009,62530,120,($90.58)
9/1/2009,62540,120,($11.98)
9/1/2009,62550,120,($47.57)
9/1/2009,62560,120,($4.28)
9/1/2009,63050,150,($33.58)
9/1/2009,63060,150,$2.49
9/1/2009,64000,150,$231.79
9/1/2009,64010,150,$19.96
9/1/2009,64020,150,$4.64
9/1/2009,65520,110,($43.22)
9/1/2009,65540,110,($455.23)
9/1/2009,65550,110,($857.38)
9/1/2009,65570,110,($31.86)
9/1/2009,65590,110,($66.80)
9/1/2009,65600,110,($158.69)
9/1/2009,65610,110,($438.31)
9/1/2009,65620,110,($211.81)
9/1/2009,65650,110,($127.69)
9/1/2009,65660,110,($52.54)
9/1/2009,65690,110,($61.72)
9/1/2009,65700,110,($577.50)
9/1/2009,65710,110,($405.98)
9/1/2009,65730,110,($1.31)
9/1/2009,65740,110,($339.23)
9/1/2009,65750,110,($430.99)
9/1/2009,65760,110,($4.89)
9/1/2009,66010,130,($100.42)
9/1/2009,66020,130,($542.40)
9/1/2009,66030,130,($8.61)
9/1/2009,66040,130,($34.18)
9/1/2009,66050,130,($30.19)
9/1/2009,66070,130,($12.73)
9/1/2009,66080,130,($8.14)
9/1/2009,66090,130,($43.68)
9/1/2009,66100,130,($3.45)
9/1/2009,66110,130,($0.33)
9/1/2009,66120,130,($1.88)
9/1/2009,66130,130,($49.09)
9/1/2009,66510,140,($68.59)
9/1/2009,66520,140,($12.45)
9/1/2009,66530,140,($7.43)
9/1/2009,66550,140,($71.63)
9/1/2009,68060,170,($33.11)
9/2/2009,61510,150,($76.81)
9/2/2009,61520,150,($189.81)
9/2/2009,61530,150,($65.98)
9/2/2009,61540,150,($43.09)
9/2/2009,61550,150,($183.79)
9/2/2009,61560,150,($106.00)
9/2/2009,61570,150,($186.67)
9/2/2009,62010,150,($727.13)
9/2/2009,62020,150,($537.76)
9/2/2009,62030,150,($184.51)
9/2/2009,62099,150,$19.06
9/2/2009,62510,120,($406.00)
9/2/2009,62520,120,($162.01)
9/2/2009,62530,120,($81.95)
9/2/2009,62540,120,($10.84)
9/2/2009,62550,120,($43.04)
9/2/2009,62560,120,($3.87)
9/2/2009,63050,150,($30.38)
9/2/2009,63060,150,$2.25
9/2/2009,64000,150,$209.72
9/2/2009,64010,150,$18.06
9/2/2009,64020,150,$4.20
9/2/2009,65520,110,($39.10)
9/2/2009,65540,110,($411.87)
9/2/2009,65550,110,($775.72)
9/2/2009,65570,110,($28.82)
9/2/2009,65590,110,($60.44)
9/2/2009,65600,110,($143.57)
9/2/2009,65610,110,($396.57)
9/2/2009,65620,110,($191.63)
9/2/2009,65650,110,($115.53)
9/2/2009,65660,110,($47.54)
9/2/2009,65690,110,($55.84)
9/2/2009,65700,110,($522.50)
9/2/2009,65710,110,($367.31)
9/2/2009,65730,110,($1.19)
9/2/2009,65740,110,($306.92)
9/2/2009,65750,110,($389.94)
9/2/2009,65760,110,($4.43)
9/2/2009,66010,130,($90.86)
9/2/2009,66020,130,($490.74)
9/2/2009,66030,130,($7.79)
9/2/2009,66040,130,($30.92)
9/2/2009,66050,130,($27.31)
9/2/2009,66070,130,($11.52)
9/2/2009,66080,130,($7.36)
9/2/2009,66090,130,($39.52)
9/2/2009,66100,130,($3.12)
9/2/2009,66110,130,($0.29)
9/2/2009,66120,130,($1.70)
9/2/2009,66130,130,($44.41)
9/2/2009,66510,140,($62.06)
9/2/2009,66520,140,($11.26)
