TranDate,Account,Dept,Sum of Amount
10/1/2009,61510,150,($81.22)
10/1/2009,61520,150,($259.08)
10/1/2009,61530,150,($57.58)
10/1/2009,61540,150,($42.58)
10/1/2009,61550,150,($168.57)
10/1/2009,61560,150,($113.33)
10/1/2009,61570,150,($130.34)
10/1/2009,62010,150,($485.96)
10/1/2009,62020,150,($810.07)
10/1/2009,62030,150,($155.18)
10/1/2009,62099,150,$13.69
10/1/2009,62510,120,($190.11)
10/1/2009,62520,120,($139.75)
10/1/2009,62530,120,($51.52)
10/1/2009,62540,120,$0.71
10/1/2009,62550,120,($35.06)
10/1/2009,62560,120,($12.78)
10/1/2009,63050,150,($83.69)
10/1/2009,64000,150,$172.67
10/1/2009,64010,150,$19.27
10/1/2009,64020,150,$3.57
10/1/2009,65520,110,($25.80)
10/1/2009,65540,110,($252.88)
10/1/2009,65550,110,($597.88)
10/1/2009,65570,110,($4.06)
10/1/2009,65590,110,($20.54)
10/1/2009,65600,110,($219.99)
10/1/2009,65610,110,($366.58)
10/1/2009,65620,110,($141.83)
10/1/2009,65650,110,($245.35)
10/1/2009,65660,110,($75.02)
10/1/2009,65690,110,($39.93)
10/1/2009,65700,110,($296.93)
10/1/2009,65710,110,($386.59)
10/1/2009,65730,110,($1.24)
10/1/2009,65740,110,($317.86)
10/1/2009,65750,110,($406.37)
10/1/2009,65760,110,($4.61)
10/1/2009,65900,170,($14.85)
10/1/2009,66010,130,($58.01)
10/1/2009,66020,130,($459.30)
10/1/2009,66030,130,($5.94)
10/1/2009,66040,130,($25.78)
10/1/2009,66050,130,($22.48)
10/1/2009,66070,130,($8.02)
10/1/2009,66080,130,($3.47)
10/1/2009,66090,130,($28.51)
10/1/2009,66100,130,($3.26)
10/1/2009,66110,130,($0.31)
10/1/2009,66120,130,($0.82)
10/1/2009,66130,130,($46.31)
10/1/2009,66510,140,($43.01)
10/1/2009,66520,140,($13.35)
10/1/2009,66530,140,$2.38
10/1/2009,66550,140,$0.50
10/1/2009,68060,170,($31.19)
10/1/2009,71010,120,"$1,355.07"
10/1/2009,71020,120,$933.83
10/1/2009,71030,120,$278.85
10/1/2009,71050,120,$87.75
10/1/2009,71060,120,$73.42
10/1/2009,71070,120,($25.30)
10/1/2009,71080,120,$0.50
10/1/2009,71160,150,$219.05
10/1/2009,71170,150,$496.66
10/1/2009,71180,150,$360.09
