TranDate,Account,Dept,Sum of Amount
7/1/2009,61510,150,($199.88)
7/1/2009,61520,150,($381.09)
7/1/2009,61530,150,($149.71)
7/1/2009,61540,150,($121.34)
7/1/2009,61550,150,($397.52)
7/1/2009,61560,150,($277.17)
7/1/2009,61570,150,($241.86)
7/1/2009,62010,150,"($1,093.67)"
7/1/2009,62020,150,"($1,548.18)"
7/1/2009,62030,150,($296.12)
7/1/2009,62099,150,$24.72
7/1/2009,62510,120,($614.83)
7/1/2009,62520,120,($258.05)
7/1/2009,62530,120,($169.09)
7/1/2009,62550,120,($92.22)
7/1/2009,62560,120,($12.10)
7/1/2009,63050,150,($68.93)
7/1/2009,64000,150,$321.29
7/1/2009,64010,150,$61.82
7/1/2009,64020,150,$3.45
7/1/2009,65520,110,($43.95)
7/1/2009,65540,110,($562.82)
7/1/2009,65550,110,"($1,056.72)"
7/1/2009,65570,110,($11.91)
7/1/2009,65590,110,($91.47)
7/1/2009,65600,110,($218.15)
7/1/2009,65610,110,($638.82)
7/1/2009,65620,110,($375.75)
7/1/2009,65630,110,$0.11
7/1/2009,65650,110,($617.59)
7/1/2009,65660,110,($578.80)
7/1/2009,65690,110,($72.78)
7/1/2009,65700,110,($823.74)
7/1/2009,65710,110,($686.06)
7/1/2009,65730,110,($2.27)
7/1/2009,65740,110,($575.82)
7/1/2009,65750,110,($783.53)
7/1/2009,65760,110,($8.45)
7/1/2009,66010,130,($160.85)
7/1/2009,66020,130,($980.97)
7/1/2009,66030,130,($16.70)
7/1/2009,66040,130,($106.90)
7/1/2009,66050,130,($41.17)
7/1/2009,66070,130,($14.10)
7/1/2009,66080,130,($5.45)
7/1/2009,66090,130,($55.18)
7/1/2009,66100,130,($5.69)
7/1/2009,66110,130,($0.56)
7/1/2009,66120,130,($6.67)
7/1/2009,66130,130,($98.43)
7/1/2009,66510,140,($115.72)
7/1/2009,66520,140,($76.41)
7/1/2009,66530,140,($20.67)
7/1/2009,66550,140,($44.25)
7/1/2009,68040,160,($17.29)
7/1/2009,68060,170,($57.19)
7/2/2009,61510,150,($218.06)
7/2/2009,61520,150,($415.73)
7/2/2009,61530,150,($163.32)
7/2/2009,61540,150,($132.37)
7/2/2009,61550,150,($433.66)
7/2/2009,61560,150,($302.37)
7/2/2009,61570,150,($263.85)
7/2/2009,62010,150,"($1,193.09)"
7/2/2009,62020,150,"($1,688.92)"
7/2/2009,62030,150,($323.04)
7/2/2009,62099,150,$26.97
7/2/2009,62510,120,($670.72)
7/2/2009,62520,120,($281.50)
7/2/2009,62530,120,($184.46)
7/2/2009,62550,120,($100.60)
7/2/2009,62560,120,($13.20)
7/2/2009,63050,150,($75.20)
7/2/2009,64000,150,$350.50
7/2/2009,64010,150,$67.44
7/2/2009,64020,150,$3.76
7/2/2009,65520,110,($47.95)
7/2/2009,65540,110,($613.98)
7/2/2009,65550,110,"($1,152.79)"
7/2/2009,65570,110,($12.99)
7/2/2009,65590,110,($99.79)
7/2/2009,65600,110,($237.98)
7/2/2009,65610,110,($696.90)
7/2/2009,65620,110,($409.91)
7/2/2009,65630,110,$0.12
7/2/2009,65650,110,($673.73)
7/2/2009,65660,110,($631.42)
7/2/2009,65690,110,($79.40)
7/2/2009,65700,110,($898.63)
7/2/2009,65710,110,($748.43)
7/2/2009,65730,110,($2.48)
7/2/2009,65740,110,($628.17)
7/2/2009,65750,110,($854.76)
7/2/2009,65760,110,($9.22)
7/2/2009,66010,130,($175.47)
7/2/2009,66020,130,"($1,070.15)"
7/2/2009,66030,130,($18.22)
7/2/2009,66040,130,($116.62)
7/2/2009,66050,130,($44.91)
7/2/2009,66070,130,($15.38)
7/2/2009,66080,130,($5.94)
7/2/2009,66090,130,($60.19)
7/2/2009,66100,130,($6.21)
7/2/2009,66110,130,($0.61)
7/2/2009,66120,130,($7.27)
7/2/2009,66130,130,($107.38)
7/2/2009,66510,140,($126.24)
7/2/2009,66520,140,($83.35)
7/2/2009,66530,140,($22.55)
7/2/2009,66550,140,($48.27)
7/2/2009,68040,160,($18.86)
7/2/2009,68060,170,($62.39)
7/2/2009,71010,120,"$3,545.84"
7/2/2009,71020,120,"$1,585.13"
7/2/2009,71030,120,$982.15
7/2/2009,71050,120,$597.91
7/2/2009,71060,120,$70.66
7/2/2009,71070,120,($64.61)
7/2/2009,71160,150,$572.90
7/2/2009,71170,150,"$1,221.48"
7/2/2009,71180,150,$829.50
7/2/2009,71190,150,$459.75
7/2/2009,71200,150,$323.76
7/2/2009,71240,150,"$1,671.92"
7/2/2009,71299,150,($65.59)
7/2/2009,71310,150,"$8,011.47"
7/2/2009,71325,150,"($1,048.91)"
7/2/2009,71550,150,$572.05
7/2/2009,71560,140,$171.22
7/2/2009,72010,110,"$4,445.24"
7/2/2009,72020,110,"$3,298.54"
7/2/2009,72040,130,"$1,999.30"
7/2/2009,72050,140,"$1,905.82"
7/2/2009,72060,150,"$5,305.11"
7/2/2009,72070,150,"$6,652.74"
7/2/2009,72090,150,"$1,611.18"
7/2/2009,72100,150,$624.80
7/2/2009,72110,160,"$3,917.70"
7/2/2009,72120,160,"$4,569.12"
7/2/2009,72130,160,"$3,911.63"
7/2/2009,72140,160,"$1,330.89"
7/2/2009,72150,165,"$3,218.87"
7/2/2009,72160,170,"$2,261.44"
7/2/2009,72999,150,($590.01)
7/2/2009,73010,110,($227.64)
7/2/2009,73010,130,$99.00
7/2/2009,73010,140,$471.82
7/2/2009,73010,150,$563.41
7/2/2009,73010,160,$460.81
7/2/2009,73010,165,$122.99
7/2/2009,73010,170,$364.20
7/2/2009,73020,110,$66.70
7/2/2009,73020,130,$50.49
7/2/2009,73020,140,$101.76
7/2/2009,73020,150,$354.02
7/2/2009,73020,160,$253.30
7/2/2009,73020,165,$64.63
7/2/2009,73020,170,$55.58
7/2/2009,73030,110,$473.43
7/2/2009,73030,140,$51.81
7/2/2009,73030,150,$814.25
7/2/2009,73030,160,$508.50
7/2/2009,73030,165,$176.65
7/2/2009,73030,170,$70.19
7/2/2009,73040,110,$259.38
7/2/2009,73040,150,$354.42
7/2/2009,73040,160,$166.32
7/2/2009,73040,165,$53.46
7/2/2009,73050,110,$95.60
7/2/2009,73050,130,$19.14
7/2/2009,73050,140,$9.18
7/2/2009,73050,150,$170.32
7/2/2009,73050,160,$139.72
7/2/2009,73050,165,$29.87
7/2/2009,73050,170,$26.69
7/2/2009,80990,110,"$4,198.72"
7/2/2009,81010,160,$41.15
7/2/2009,81050,160,$969.87
7/2/2009,81060,160,$716.76
7/2/2009,81100,160,$502.42
7/2/2009,81110,160,$564.40
7/2/2009,81120,160,$232.59
7/2/2009,81170,160,$85.33
7/2/2009,81180,160,$79.45
7/2/2009,81190,160,$145.31
7/2/2009,81200,160,$12.19
7/2/2009,81210,160,$483.52
7/2/2009,81220,160,$384.43
7/2/2009,81230,160,$47.47
7/2/2009,81260,160,$21.54
7/2/2009,81270,160,$609.63
7/2/2009,81280,160,$73.39
7/2/2009,81350,160,$15.56
7/2/2009,81900,165,$232.93
7/2/2009,82010,130,$408.97
7/2/2009,82030,130,$6.30
7/2/2009,82040,130,$48.78
7/2/2009,82050,150,$159.67
7/2/2009,82060,170,$127.07
7/2/2009,82070,150,$292.34
7/2/2009,83010,160,$105.49
7/2/2009,83010,170,$188.67
7/2/2009,83020,130,$132.00
7/2/2009,83020,160,$230.72
7/2/2009,83020,170,$693.48
7/2/2009,83030,150,$462.39
7/2/2009,83040,170,$580.22
7/2/2009,83050,170,$415.80
7/2/2009,83060,170,$106.80
7/2/2009,83070,170,$290.95
7/2/2009,84020,130,$371.39
7/2/2009,84020,170,$231.29
7/2/2009,85010,170,$163.86
7/2/2009,85510,170,$808.93
7/2/2009,86010,110,$422.73
7/2/2009,86010,130,$53.46
7/2/2009,86010,140,$19.74
7/2/2009,86010,150,$748.26
7/2/2009,86010,160,$163.87
7/2/2009,86010,165,$128.14
7/2/2009,86010,170,$22.52
7/2/2009,86020,120,$26.97
7/2/2009,86020,150,$22.82
7/2/2009,86020,160,$26.97
7/2/2009,86030,110,($312.04)
7/2/2009,86030,150,$1.02
7/2/2009,86040,110,$844.24
7/2/2009,86040,150,$559.40
7/2/2009,86050,110,$187.94
7/2/2009,86050,150,$92.65
7/2/2009,86050,160,$125.86
7/2/2009,86100,110,$160.30
7/2/2009,86100,120,$31.36
7/2/2009,86100,150,($171.05)
