TranDate,Account,Dept,Sum of Amount
11/1/2009,61510,150,($23.70)
11/1/2009,61520,150,($163.06)
11/1/2009,61530,150,($13.32)
11/1/2009,61540,150,($0.98)
11/1/2009,61550,150,($66.46)
11/1/2009,61560,150,($1.71)
11/1/2009,61570,150,($136.44)
11/1/2009,62010,150,($304.87)
11/1/2009,62020,150,($259.33)
11/1/2009,62099,150,$19.77
11/1/2009,62510,120,($75.81)
11/1/2009,62520,120,($78.97)
11/1/2009,62530,120,$2.94
11/1/2009,62550,120,($16.65)
11/1/2009,62560,120,($1.56)
11/1/2009,63050,150,($11.67)
11/1/2009,64000,150,$194.09
11/1/2009,64010,150,$2.01
11/1/2009,64020,150,$0.90
11/1/2009,65540,110,($77.75)
11/1/2009,65550,110,($33.44)
11/1/2009,65590,110,($6.50)
11/1/2009,65600,110,($12.92)
11/1/2009,65610,110,($28.28)
11/1/2009,65650,110,($2.09)
11/1/2009,65690,110,($33.98)
11/1/2009,65700,110,($64.42)
11/1/2009,65710,110,($555.60)
11/1/2009,65730,110,($0.91)
11/1/2009,65740,110,($465.55)
11/1/2009,65750,110,($584.91)
11/1/2009,65760,110,($6.75)
11/1/2009,66010,130,($2.18)
11/1/2009,66020,130,($29.28)
11/1/2009,66040,130,($8.54)
11/1/2009,66050,130,($43.92)
11/1/2009,66070,130,($0.30)
11/1/2009,66080,130,($2.18)
11/1/2009,66100,130,($4.76)
11/1/2009,66110,130,($0.45)
11/1/2009,66120,130,($1.67)
11/1/2009,66130,130,($67.79)
11/1/2009,66140,130,$12.26
11/1/2009,66510,140,($7.02)
11/1/2009,66520,140,($1.84)
11/1/2009,66530,140,($7.44)
11/1/2009,68050,170,$0.33
11/1/2009,68060,170,($45.69)
11/2/2009,61510,150,($22.07)
11/2/2009,61520,150,($151.82)
11/2/2009,61530,150,($12.40)
11/2/2009,61540,150,($0.92)
11/2/2009,61550,150,($61.87)
11/2/2009,61560,150,($1.60)
11/2/2009,61570,150,($127.03)
11/2/2009,62010,150,($283.84)
11/2/2009,62020,150,($241.45)
11/2/2009,62099,150,$18.41
11/2/2009,62510,120,($70.58)
11/2/2009,62520,120,($73.52)
11/2/2009,62530,120,$2.73
11/2/2009,62550,120,($15.50)
11/2/2009,62560,120,($1.45)
11/2/2009,63050,150,($10.87)
11/2/2009,64000,150,$180.71
11/2/2009,64010,150,$1.88
11/2/2009,64020,150,$0.83
11/2/2009,65540,110,($72.39)
11/2/2009,65550,110,($31.14)
11/2/2009,65590,110,($6.05)
11/2/2009,65600,110,($12.03)
11/2/2009,65610,110,($26.33)
11/2/2009,65650,110,($1.94)
11/2/2009,65690,110,($31.64)
11/2/2009,65700,110,($59.98)
11/2/2009,65710,110,($517.28)
11/2/2009,65730,110,($0.84)
11/2/2009,65740,110,($433.45)
11/2/2009,65750,110,($544.58)
11/2/2009,65760,110,($6.29)
11/2/2009,66010,130,($2.03)
11/2/2009,66020,130,($27.26)
11/2/2009,66040,130,($7.95)
11/2/2009,66050,130,($40.89)
11/2/2009,66070,130,($0.28)
11/2/2009,66080,130,($2.03)
11/2/2009,66100,130,($4.43)
11/2/2009,66110,130,($0.42)
11/2/2009,66120,130,($1.55)
11/2/2009,66130,130,($63.11)
11/2/2009,66140,130,$11.42
11/2/2009,66510,140,($6.54)
11/2/2009,66520,140,($1.72)
11/2/2009,66530,140,($6.93)
11/2/2009,68050,170,$0.31
11/2/2009,68060,170,($42.54)
11/3/2009,61510,150,($22.07)
11/3/2009,61520,150,($151.82)
11/3/2009,61530,150,($12.40)
11/3/2009,61540,150,($0.92)
11/3/2009,61550,150,($61.87)
11/3/2009,61560,150,($1.60)
11/3/2009,61570,150,($127.03)
11/3/2009,62010,150,($283.84)
11/3/2009,62020,150,($241.45)
11/3/2009,62099,150,$18.41
11/3/2009,62510,120,($70.58)
11/3/2009,62520,120,($73.52)
11/3/2009,62530,120,$2.73
11/3/2009,62550,120,($15.50)
11/3/2009,62560,120,($1.45)
11/3/2009,63050,150,($10.87)
11/3/2009,64000,150,$180.71
11/3/2009,64010,150,$1.88
11/3/2009,64020,150,$0.83
11/3/2009,65540,110,($72.39)
11/3/2009,65550,110,($31.14)
11/3/2009,65590,110,($6.05)
11/3/2009,65600,110,($12.03)
11/3/2009,65610,110,($26.33)
11/3/2009,65650,110,($1.94)
11/3/2009,65690,110,($31.64)
11/3/2009,65700,110,($59.98)
11/3/2009,65710,110,($517.28)
11/3/2009,65730,110,($0.84)
11/3/2009,65740,110,($433.45)
11/3/2009,65750,110,($544.58)
11/3/2009,65760,110,($6.29)
11/3/2009,66010,130,($2.03)
11/3/2009,66020,130,($27.26)
11/3/2009,66040,130,($7.95)
11/3/2009,66050,130,($40.89)
11/3/2009,66070,130,($0.28)
11/3/2009,66080,130,($2.03)
11/3/2009,66100,130,($4.43)
11/3/2009,66110,130,($0.42)
11/3/2009,66120,130,($1.55)
11/3/2009,66130,130,($63.11)
11/3/2009,66140,130,$11.42
11/3/2009,66510,140,($6.54)
11/3/2009,66520,140,($1.72)
11/3/2009,66530,140,($6.93)
11/3/2009,68050,170,$0.31
11/3/2009,68060,170,($42.54)
11/4/2009,61510,150,($22.07)
11/4/2009,61520,150,($151.82)
11/4/2009,61530,150,($12.40)
11/4/2009,61540,150,($0.92)
11/4/2009,61550,150,($61.87)
11/4/2009,61560,150,($1.60)
11/4/2009,61570,150,($127.03)
11/4/2009,62010,150,($283.84)
11/4/2009,62020,150,($241.45)
11/4/2009,62099,150,$18.41
11/4/2009,62510,120,($70.58)
11/4/2009,62520,120,($73.52)
11/4/2009,62530,120,$2.73
11/4/2009,62550,120,($15.50)
11/4/2009,62560,120,($1.45)
11/4/2009,63050,150,($10.87)
11/4/2009,64000,150,$180.71
11/4/2009,64010,150,$1.88
11/4/2009,64020,150,$0.83
11/4/2009,65540,110,($72.39)
11/4/2009,65550,110,($31.14)
11/4/2009,65590,110,($6.05)
11/4/2009,65600,110,($12.03)
11/4/2009,65610,110,($26.33)
11/4/2009,65650,110,($1.94)
11/4/2009,65690,110,($31.64)
11/4/2009,65700,110,($59.98)
11/4/2009,65710,110,($517.28)
11/4/2009,65730,110,($0.84)
11/4/2009,65740,110,($433.45)
11/4/2009,65750,110,($544.58)
11/4/2009,65760,110,($6.29)
11/4/2009,66010,130,($2.03)
11/4/2009,66020,130,($27.26)
11/4/2009,66040,130,($7.95)
11/4/2009,66050,130,($40.89)
11/4/2009,66070,130,($0.28)
11/4/2009,66080,130,($2.03)
11/4/2009,66100,130,($4.43)
11/4/2009,66110,130,($0.42)
11/4/2009,66120,130,($1.55)
11/4/2009,66130,130,($63.11)
11/4/2009,66140,130,$11.42
11/4/2009,66510,140,($6.54)
11/4/2009,66520,140,($1.72)
11/4/2009,66530,140,($6.93)
11/4/2009,68050,170,$0.31
11/4/2009,68060,170,($42.54)
11/5/2009,61510,150,($22.07)
11/5/2009,61520,150,($151.82)
11/5/2009,61530,150,($12.40)
11/5/2009,61540,150,($0.92)
11/5/2009,61550,150,($61.87)
11/5/2009,61560,150,($1.60)
11/5/2009,61570,150,($127.03)
11/5/2009,62010,150,($283.84)
11/5/2009,62020,150,($241.45)
11/5/2009,62099,150,$18.41
11/5/2009,62510,120,($70.58)
11/5/2009,62520,120,($73.52)
11/5/2009,62530,120,$2.73
11/5/2009,62550,120,($15.50)
11/5/2009,62560,120,($1.45)
11/5/2009,63050,150,($10.87)
11/5/2009,64000,150,$180.71
11/5/2009,64010,150,$1.88
11/5/2009,64020,150,$0.83
11/5/2009,65540,110,($72.39)
11/5/2009,65550,110,($31.14)
11/5/2009,65590,110,($6.05)
11/5/2009,65600,110,($12.03)
11/5/2009,65610,110,($26.33)
11/5/2009,65650,110,($1.94)
11/5/2009,65690,110,($31.64)
11/5/2009,65700,110,($59.98)
11/5/2009,65710,110,($517.28)
11/5/2009,65730,110,($0.84)
11/5/2009,65740,110,($433.45)
11/5/2009,65750,110,($544.58)
11/5/2009,65760,110,($6.29)
11/5/2009,66010,130,($2.03)
11/5/2009,66020,130,($27.26)
11/5/2009,66040,130,($7.95)
11/5/2009,66050,130,($40.89)
11/5/2009,66070,130,($0.28)
11/5/2009,66080,130,($2.03)
11/5/2009,66100,130,($4.43)
11/5/2009,66110,130,($0.42)
11/5/2009,66120,130,($1.55)
11/5/2009,66130,130,($63.11)
11/5/2009,66140,130,$11.42
11/5/2009,66510,140,($6.54)
11/5/2009,66520,140,($1.72)
11/5/2009,66530,140,($6.93)
11/5/2009,68050,170,$0.31
11/5/2009,68060,170,($42.54)
11/5/2009,71010,120,$362.91
11/5/2009,71020,120,$929.93
11/5/2009,71030,120,($46.84)
11/5/2009,71050,120,$60.45
11/5/2009,71060,120,($77.37)
11/5/2009,71070,120,($1.74)
11/5/2009,71080,120,$22.71
11/5/2009,71160,150,$80.46
11/5/2009,71170,150,$111.34
11/5/2009,71180,150,$269.10
11/5/2009,71190,150,($0.20)
11/5/2009,71200,150,$20.42
11/5/2009,71240,150,$584.91
11/5/2009,71299,150,($13.14)
11/5/2009,71310,150,"$1,157.84"
11/5/2009,71325,150,($419.65)
11/5/2009,71550,150,$281.84
11/5/2009,71560,140,$80.00
11/5/2009,72010,110,"$1,994.53"
11/5/2009,72020,110,"$2,358.28"
11/5/2009,72040,130,$345.25
11/5/2009,72050,140,$91.91
11/5/2009,72060,150,"$1,970.39"
11/5/2009,72070,150,"$2,113.00"
11/5/2009,72090,150,$976.47
11/5/2009,72110,160,"$2,160.44"
11/5/2009,72120,160,"$2,291.43"
11/5/2009,72130,160,$129.33
11/5/2009,72140,160,$580.30
11/5/2009,72150,165,"$1,645.64"
11/5/2009,72160,170,"$1,206.45"
11/5/2009,72999,150,($236.06)
11/5/2009,73010,110,$129.64
11/5/2009,73010,130,$17.00
11/5/2009,73010,140,$6.93
11/5/2009,73010,150,$129.46
11/5/2009,73010,160,$136.33
11/5/2009,73010,165,$64.14
11/5/2009,73010,170,$108.56
